id,timestamp,method,path,status,size,user_agent,geoip_country,geoip_city,device_type,ip
222,2024-08-17 01:21:18,GET,/about.html,500,4349,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Lithuania,East Jennifer,Desktop,202.110.204.235
223,2024-08-17 01:26:14,GET,/services.html,200,1737,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Norway,Port Andretown,Desktop,164.110.44.71
224,2024-08-17 01:27:36,POST,/contact.html,301,1706,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Uganda,Port Mike,Tablet,86.211.243.142
225,2024-08-17 01:29:45,DELETE,/home,500,1299,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Reunion,Mitchellview,Tablet,145.94.138.40
226,2024-08-17 01:33:02,DELETE,/about.html,301,347,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Ukraine,New Bobby,Tablet,39.97.153.197
227,2024-08-17 01:34:34,POST,/services.html,302,3422,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Tonga,Huberburgh,Desktop,213.252.87.237
228,2024-08-17 01:38:05,GET,/products.html,200,3426,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Sao Tome and Principe,New Courtney,Desktop,42.216.58.146
229,2024-08-17 01:39:31,POST,/services.html,200,3382,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Mongolia,Virginiashire,Desktop,146.155.145.254
230,2024-08-17 01:40:43,PUT,/login,500,2092,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Bermuda,North Sharonland,Tablet,152.118.63.9
231,2024-08-17 01:43:11,PUT,/login,404,2486,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Saint Helena,New Jacksonmouth,Desktop,213.94.246.59
232,2024-08-17 01:43:29,DELETE,/about.html,404,4853,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Saudi Arabia,Antoniotown,Desktop,206.251.239.235
233,2024-08-17 01:46:36,PUT,/about.html,500,2228,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Trinidad and Tobago,South Teresahaven,Desktop,133.178.232.15
234,2024-08-17 01:47:23,POST,/about.html,302,4271,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Iceland,Hayestown,Tablet,210.165.243.205
235,2024-08-17 01:51:57,PUT,/products.html,301,1006,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",French Polynesia,East Jacquelinechester,Desktop,3.33.214.130
236,2024-08-17 01:56:33,POST,/products.html,302,852,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",United Kingdom,South Amyview,Desktop,30.221.247.146
237,2024-08-17 02:00:31,DELETE,/login,200,4905,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Saint Barthelemy,Hartville,Desktop,150.135.189.73
238,2024-08-17 02:04:56,GET,/login,302,2516,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Lao People's Democratic Republic,Jonesberg,Tablet,101.230.7.53
239,2024-08-17 02:05:05,PUT,/login,301,4355,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Singapore,Marthafurt,Desktop,223.72.161.105
240,2024-08-17 02:05:16,PUT,/contact.html,302,2232,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Bulgaria,North Eileen,Desktop,218.172.10.214
241,2024-08-17 02:05:35,PUT,/services.html,301,4434,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Ghana,Dunnside,Desktop,159.79.108.137
242,2024-08-17 02:05:49,POST,/contact.html,200,1082,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",United States of America,Millerfort,Desktop,66.141.91.116
243,2024-08-17 02:07:41,DELETE,/login,500,3469,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",United States Minor Outlying Islands,Richardsmouth,Tablet,28.95.2.206
244,2024-08-17 02:11:10,GET,/home,301,1900,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Barbados,Charlesview,Tablet,192.136.243.113
245,2024-08-17 02:13:24,PUT,/login,301,1823,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Saint Helena,Lake Randymouth,Desktop,211.161.146.45
246,2024-08-17 02:14:35,GET,/contact.html,302,2746,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Japan,Port Robertshire,Tablet,197.36.19.138
247,2024-08-17 02:19:01,POST,/home,301,4608,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Kazakhstan,Lake Stephanieville,Desktop,200.243.214.54
248,2024-08-17 02:19:59,PUT,/contact.html,404,474,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Cyprus,Port Andreaborough,Desktop,201.121.88.223
249,2024-08-17 02:23:30,DELETE,/home,500,1618,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Panama,North Kara,Desktop,71.116.44.32
250,2024-08-17 02:28:08,POST,/products.html,500,1439,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",United States of America,Jacksonbury,Tablet,121.95.233.105
251,2024-08-17 02:29:23,PUT,/about.html,404,785,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Kuwait,Cheyennefort,Tablet,136.65.202.21
252,2024-08-17 02:31:02,PUT,/contact.html,404,2748,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Iraq,New Michelleport,Desktop,216.182.40.168
253,2024-08-17 02:32:41,POST,/contact.html,302,1764,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Hong Kong,East Garyview,Desktop,152.216.195.165
254,2024-08-17 02:34:45,DELETE,/contact.html,302,4671,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Cayman Islands,South Nicholas,Desktop,190.157.77.107
255,2024-08-17 02:34:59,PUT,/home,200,690,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",French Polynesia,East Matthewshire,Tablet,148.50.170.237
256,2024-08-17 02:39:04,GET,/about.html,301,3549,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Syrian Arab Republic,Petersonfort,Desktop,201.183.227.85
257,2024-08-17 02:43:43,PUT,/services.html,301,1484,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",French Polynesia,South Davidside,Desktop,214.22.138.214
258,2024-08-17 02:48:35,POST,/contact.html,200,1042,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Madagascar,Port Robertview,Desktop,180.119.85.40
259,2024-08-17 02:49:26,POST,/services.html,302,1044,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Uruguay,South Matthewmouth,Tablet,197.64.177.129
260,2024-08-17 02:49:49,GET,/home,301,4841,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Saudi Arabia,Rodriguezmouth,Desktop,215.44.180.138
261,2024-08-17 02:51:49,PUT,/login,404,4204,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Kyrgyz Republic,Thomastown,Desktop,215.244.93.42
262,2024-08-17 02:54:00,PUT,/about.html,301,3911,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Namibia,East Bryanhaven,Desktop,222.57.170.5
263,2024-08-17 02:55:21,GET,/home,302,1860,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Slovakia (Slovak Republic),Brettport,Desktop,211.25.160.141
264,2024-08-17 02:56:37,DELETE,/login,302,3967,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Italy,Jacksonside,Desktop,164.99.224.125
265,2024-08-17 02:58:38,PUT,/home,301,2990,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Brazil,East Shanemouth,Tablet,177.90.3.232
266,2024-08-17 03:00:38,PUT,/login,302,3125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Bermuda,North Michael,Tablet,2.172.165.178
267,2024-08-17 03:05:03,DELETE,/login,302,2837,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Bosnia and Herzegovina,Jasonbury,Tablet,190.82.208.190
268,2024-08-17 03:08:04,GET,/about.html,301,1806,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Zambia,Maddenfurt,Desktop,221.87.123.100
269,2024-08-17 03:12:56,POST,/contact.html,500,2067,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Malawi,South Matthew,Desktop,203.204.193.42
270,2024-08-17 03:14:52,PUT,/about.html,200,4138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Pakistan,Theresachester,Tablet,202.196.37.155
271,2024-08-17 03:17:04,PUT,/products.html,302,3609,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Togo,Vangton,Desktop,165.181.104.23
272,2024-08-17 03:17:14,PUT,/products.html,500,1197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Zambia,Mcdonaldfort,Tablet,185.190.189.34
273,2024-08-17 03:21:43,GET,/products.html,500,3445,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Dominica,East Michellemouth,Desktop,191.183.23.190
274,2024-08-17 03:23:44,GET,/products.html,200,2756,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Latvia,South Cheryl,Desktop,19.105.157.121
275,2024-08-17 03:26:42,PUT,/home,500,1186,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Saint Barthelemy,Lake Laurashire,Desktop,142.157.218.4
276,2024-08-17 03:26:46,PUT,/services.html,200,1956,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Iran,Davidmouth,Desktop,193.40.90.5
277,2024-08-17 03:27:18,PUT,/login,404,4835,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Slovenia,Bernardborough,Desktop,133.154.243.34
278,2024-08-17 03:27:19,POST,/home,500,1820,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Palestinian Territory,Port Krista,Desktop,206.235.130.198
279,2024-08-17 03:29:09,GET,/contact.html,301,4684,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Eritrea,Jamestown,Desktop,221.221.126.39
280,2024-08-17 03:29:45,GET,/services.html,404,2335,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Portugal,Youngview,Desktop,111.153.218.168
281,2024-08-17 03:33:07,POST,/services.html,301,1964,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Latvia,Griffinstad,Desktop,20.253.128.133
282,2024-08-17 03:37:28,POST,/login,302,1407,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Ireland,Lake Jonathan,Tablet,109.57.200.242
283,2024-08-17 03:41:15,PUT,/services.html,200,2232,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Sri Lanka,South Jefferyburgh,Desktop,208.137.232.49
284,2024-08-17 03:42:22,PUT,/contact.html,404,3787,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Norfolk Island,South Jacqueline,Desktop,144.81.244.227
285,2024-08-17 03:45:31,DELETE,/login,200,1174,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Cape Verde,Stewartland,Desktop,36.129.148.178
286,2024-08-17 03:49:37,DELETE,/home,404,2312,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Botswana,Hallchester,Desktop,136.214.9.127
287,2024-08-17 03:52:44,GET,/products.html,500,4886,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",French Polynesia,West Jimmy,Tablet,64.199.145.255
288,2024-08-17 03:52:46,POST,/login,301,3247,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Micronesia,New Christophershire,Tablet,141.170.48.14
289,2024-08-17 03:53:31,POST,/home,404,3435,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Saudi Arabia,North Sarahhaven,Desktop,216.229.22.157
290,2024-08-17 03:57:19,GET,/services.html,200,1485,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Micronesia,East Robertmouth,Desktop,212.40.119.128
291,2024-08-17 03:59:36,GET,/login,200,2459,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Philippines,North Michele,Desktop,148.120.74.176
292,2024-08-17 04:00:11,DELETE,/products.html,302,3204,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Guinea-Bissau,South Brandon,Desktop,204.177.55.66
293,2024-08-17 04:01:20,DELETE,/about.html,500,2635,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Panama,East Haileyton,Tablet,157.229.230.56
294,2024-08-17 04:04:19,PUT,/contact.html,500,1826,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Lao People's Democratic Republic,Watersview,Desktop,72.150.124.216
295,2024-08-17 04:09:08,POST,/contact.html,301,2283,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Bhutan,Smithside,Desktop,209.217.189.125
296,2024-08-17 04:13:31,GET,/services.html,302,1660,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Spain,South Josephview,Desktop,216.251.14.76
297,2024-08-17 04:17:55,DELETE,/about.html,302,2271,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Israel,Port Chase,Tablet,170.108.135.68
298,2024-08-17 04:18:09,DELETE,/services.html,302,3204,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Bhutan,Port Courtneytown,Tablet,194.187.110.127
299,2024-08-17 04:21:02,POST,/contact.html,302,3492,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Anguilla,Lake Shirley,Desktop,139.171.77.93
300,2024-08-17 04:21:06,POST,/about.html,302,2656,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Burundi,Mendozachester,Desktop,175.141.20.144
301,2024-08-17 04:25:51,DELETE,/login,200,4970,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Sierra Leone,Reedburgh,Desktop,150.85.132.218
302,2024-08-17 04:27:19,GET,/about.html,301,2747,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Portugal,Collinsmouth,Desktop,138.149.252.195
303,2024-08-17 04:30:59,POST,/products.html,301,4777,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",San Marino,North Nicole,Tablet,205.206.49.128
304,2024-08-17 04:32:26,DELETE,/products.html,301,887,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Tanzania,New Johnfurt,Desktop,92.161.113.47
305,2024-08-17 04:33:58,POST,/products.html,302,4834,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",French Southern Territories,Ronaldberg,Desktop,124.237.9.152
306,2024-08-17 04:35:54,GET,/contact.html,500,2224,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Honduras,Lucaschester,Desktop,87.112.33.56
307,2024-08-17 04:36:01,POST,/contact.html,200,237,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Belarus,Payneburgh,Desktop,64.226.172.62
308,2024-08-17 04:37:25,DELETE,/products.html,200,1577,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",United States Virgin Islands,Taylorville,Tablet,122.189.201.160
309,2024-08-17 04:38:30,GET,/about.html,301,3429,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Equatorial Guinea,Rosestad,Desktop,55.233.173.129
310,2024-08-17 04:39:51,PUT,/products.html,500,1193,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Zambia,North Karentown,Tablet,141.87.250.15
311,2024-08-17 04:40:53,POST,/products.html,302,4435,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Lesotho,Marshallberg,Desktop,155.248.203.193
312,2024-08-17 04:43:09,DELETE,/products.html,404,4139,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Cape Verde,Gatesville,Tablet,199.100.94.38
313,2024-08-17 04:44:47,POST,/contact.html,302,4596,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Italy,South Paulhaven,Tablet,25.252.244.233
314,2024-08-17 04:48:43,POST,/services.html,200,755,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36",Martinique,Hebertton,Desktop,215.83.80.193
315,2024-08-17 04:49:42,GET,/contact.html,500,576,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Solomon Islands,Cisnerosborough,Tablet,160.51.248.7
316,2024-08-17 04:53:44,PUT,/contact.html,301,1377,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Hong Kong,South John,Desktop,219.31.99.29
317,2024-08-17 04:56:13,PUT,/home,302,3995,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Montenegro,Port Audreystad,Tablet,63.34.69.14
318,2024-08-17 05:01:01,DELETE,/contact.html,302,1576,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Anguilla,Lake Tracy,Tablet,147.159.147.84
319,2024-08-17 05:02:14,POST,/home,301,2510,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",United Kingdom,New Joel,Tablet,152.0.125.200
320,2024-08-17 05:03:18,GET,/services.html,404,4346,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Panama,Georgeside,Tablet,142.164.79.126
321,2024-08-17 05:03:38,GET,/products.html,404,3518,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Bahamas,Lake Jillville,Desktop,208.11.57.96
322,2024-08-17 05:06:30,POST,/contact.html,302,2167,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Serbia,Donaldberg,Desktop,12.63.214.216
323,2024-08-17 05:07:28,PUT,/home,301,4443,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Malaysia,Adammouth,Desktop,68.118.119.251
324,2024-08-17 05:11:45,PUT,/services.html,302,1297,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Turkmenistan,Spenceberg,Tablet,182.93.233.126
325,2024-08-17 05:14:40,GET,/login,302,2219,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Croatia,North Audreyfurt,Desktop,183.220.193.185
326,2024-08-17 05:15:33,DELETE,/services.html,200,497,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Zambia,Lake Jason,Desktop,83.163.74.86
327,2024-08-17 05:15:58,PUT,/services.html,200,1003,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Lao People's Democratic Republic,Amandachester,Tablet,171.213.221.125
328,2024-08-17 05:18:43,POST,/login,500,2469,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",Slovakia (Slovak Republic),West Charleshaven,Desktop,62.203.185.70
329,2024-08-17 05:19:42,POST,/about.html,500,3936,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Antigua and Barbuda,Lawsonborough,Tablet,29.174.86.4
